decade,performer,chart_weeks,share_of_decade_weeks
2010s,The Chainsmokers Featuring 5 Seconds Of Summer,16,0.000307
2010s,Blake Shelton Featuring Gwen Sebastian,16,0.000307
2010s,Mariah Carey Featuring Miguel,16,0.000307
2010s,Marc E. Bassy Featuring G-Eazy,16,0.000307
2010s,Travis Porter,16,0.000307
2010s,Trippie Redd,16,0.000307
2010s,LMFAO Featuring Lil Jon,16,0.000307
2010s,Usher Featuring Jay-Z,16,0.000307
2010s,Tory Lanez & Rich The Kid,16,0.000307
2010s,RaeLynn,16,0.000307
2010s,Rick Ross Featuring Wale & Drake,16,0.000307
2010s,Jay-Z + Alicia Keys,16,0.000307
2010s,Shinedown,16,0.000307
2010s,Shawn Mendes X Zedd,16,0.000307
2010s,Rudimental Featuring Ed Sheeran,16,0.000307
2010s,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",16,0.000307
2010s,Soulja Boy Tell'em,16,0.000307
2010s,Rick Ross Featuring Styles P,16,0.000307
2010s,Rihanna Featuring Jeezy,16,0.000307
2010s,Chris Brown Featuring Gunna,16,0.000307
2010s,Cody Johnson,16,0.000307
2010s,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,16,0.000307
2010s,Lloyd Banks Featuring Juelz Santana,16,0.000307
2010s,YBN Nahmir,16,0.000307
2010s,2 Chainz x Gucci Mane x Quavo,16,0.000307
2010s,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",16,0.000307
2010s,Mike Posner Featuring Lil Wayne,16,0.000307
2010s,Zayn Featuring Sia,16,0.000307
2010s,Hadouken!,15,0.000287
2010s,Gyptian,15,0.000287
2010s,Gym Class Heroes Featuring Ryan Tedder,15,0.000287
2010s,Young Thug Featuring Future,15,0.000287
2010s,Young Jeezy Featuring Jay-Z & Andre 3000,15,0.000287
2010s,Young Jeezy Featuring Plies,15,0.000287
2010s,Jennifer Lopez Featuring Lil Wayne,15,0.000287
2010s,Post Malone Featuring DaBaby,15,0.000287
2010s,Post Malone Featuring Ozzy Osbourne & Travis Scott,15,0.000287
2010s,Pearl Jam,15,0.000287
2010s,K Camp,15,0.000287
2010s,Robin Schulz Featuring Francesco Yates,15,0.000287
2010s,David Guetta Featuring Sam Martin,15,0.000287
2010s,Rita Ora,15,0.000287
2010s,SoMo,15,0.000287
2010s,Steel Magnolia,15,0.000287
2010s,DJ Khaled Featuring Cardi B & 21 Savage,15,0.000287
2010s,ScHoolboy Q,15,0.000287
2010s,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",15,0.000287
2010s,DLOW,15,0.000287
2010s,Sick Puppies,15,0.000287
2010s,Jonn Hart Featuring IamSU!,15,0.000287
2010s,Wale,15,0.000287
2010s,Montgomery Gentry,15,0.000287
2010s,will.i.am & Nicki Minaj,15,0.000287
2010s,Ali Gatie,15,0.000287
2010s,Kenny Chesney With Grace Potter,15,0.000287
2010s,YNW Melly & 9lokknine,15,0.000287
2010s,Nicki Minaj Featuring Chris Brown,15,0.000287
2010s,Austin Mahone Featuring Pitbull,15,0.000287
2010s,J. Dash,15,0.000287
2010s,Katy Perry Featuring Skip Marley,15,0.000287
2010s,Famous Dex,15,0.000287
2010s,Eric Church Featuring Rhiannon Giddens,15,0.000287
2010s,Flo Rida Featuring Akon,15,0.000287
2010s,Noah Cyrus Featuring Labrinth,15,0.000287
2010s,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",15,0.000287
2010s,Taio Cruz Featuring Travie McCoy,15,0.000287
2010s,J Balvin,15,0.000287
2010s,Keala Settle & The Greatest Showman Ensemble,14,0.000268
2010s,Keith Urban Featuring Eric Church,14,0.000268
2010s,Miguel Featuring J. Cole,14,0.000268
2010s,Enrique Iglesias Featuring Sammy Adams,14,0.000268
2010s,Twista Featuring Chris Brown,14,0.000268
2010s,Lauren Alaina,14,0.000268
2010s,Nat King Cole,14,0.000268
2010s,Uncle Kracker,14,0.000268
2010s,Zedd Featuring Jon Bellion,14,0.000268
2010s,Martin Garrix & Dua Lipa,14,0.000268
2010s,Kid Ink Featuring Fetty Wap,14,0.000268
2010s,Halsey Featuring Big Sean & Stefflon Don,14,0.000268
2010s,Kiesza,14,0.000268
2010s,Young Jeezy Featuring 2 Chainz,14,0.000268
2010s,Playboi Carti Featuring Lil Uzi Vert,14,0.000268
2010s,Ozuna x Cardi B,14,0.000268
2010s,Big Time Rush,14,0.000268
2010s,Brantley Gilbert + Lindsay Ell,14,0.000268
2010s,Brandy Featuring Chris Brown,14,0.000268
2010s,David Guetta Featuring Chris Brown & Lil Wayne,14,0.000268
2010s,Labrinth Featuring Emeli Sande,14,0.000268
2010s,Kungs vs Cookin' On 3 Burners,14,0.000268
2010s,Flo Rida Featuring Robin Thicke & Verdine White,14,0.000268
2010s,Missy Elliott Featuring Pharrell Williams,14,0.000268
2010s,Bryce Vine,14,0.000268
2010s,Post Malone Featuring Nicki Minaj,14,0.000268
2010s,Jay-Z + Swizz Beatz,14,0.000268
2010s,P!nk Featuring Lily Allen,14,0.000268
2010s,Future & Juice WRLD,14,0.000268
2010s,Victorious Cast Featuring Victoria Justice,14,0.000268
2010s,Iyaz Featuring Travie McCoy,14,0.000268
2010s,Snoop Dogg,14,0.000268
2010s,Jay Sean Featuring Sean Paul & Lil Jon,14,0.000268
2010s,The Chainsmokers & Bebe Rexha,14,0.000268
2010s,Bridgit Mendler,14,0.000268
2010s,Big Sean Featuring Chris Brown & Ty Dolla $ign,14,0.000268
2010s,Eminem Featuring Joyner Lucas,14,0.000268
2010s,Lil Tjay,14,0.000268
2010s,Drake Featuring 21 Savage,14,0.000268
2010s,Jay Sean Featuring Nicki Minaj,14,0.000268
2010s,"Jhay Cortez, J Balvin & Bad Bunny",14,0.000268
2010s,DJ Khaled Featuring Beyonce & JAY Z,14,0.000268
2010s,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",14,0.000268
2010s,Chief Keef,14,0.000268
2010s,Hillsong UNITED,13,0.000249
2010s,Logic & Marshmello,13,0.000249
2010s,City Girls Featuring Cardi B,13,0.000249
2010s,Auburn Featuring Iyaz,13,0.000249
2010s,Ace Hood Featuring Chris Brown,13,0.000249
2010s,French Montana,13,0.000249
2010s,Lil Wayne Featuring Big Sean,13,0.000249
2010s,David Lee Murphy & Kenny Chesney,13,0.000249
2010s,DJ Khaled Featuring SZA,13,0.000249
2010s,Bobby Helms,13,0.000249
2010s,Clean Bandit Featuring Demi Lovato,13,0.000249
2010s,Meek Mill Featuring Chris Brown & Ty Dolla $ign,13,0.000249
2010s,Mark Ronson Featuring Miley Cyrus,13,0.000249
2010s,J Balvin & Bad Bunny,13,0.000249
2010s,Kanye West Featuring Pusha T,13,0.000249
2010s,Ke$ha Featuring will.i.am Or Juicy J,13,0.000249
2010s,Kodak Black Featuring Lil Wayne,13,0.000249
2010s,2 Chainz Featuring Pharrell,13,0.000249
2010s,2 Chainz Featuring Travis Scott,13,0.000249
2010s,Drake Featuring JAY-Z,13,0.000249
2010s,Dwayne Johnson,13,0.000249
2010s,Cash Cash Featuring Bebe Rexha,13,0.000249
2010s,Tiesto,13,0.000249
2010s,Kelly Rowland,13,0.000249
2010s,"Wale Featuring Rick Ross, Meek Mill & T-Pain",13,0.000249
2010s,French Montana Featuring Kodak Black,13,0.000249
2010s,Driicky Graham,13,0.000249
2010s,Boys Like Girls Featuring Taylor Swift,13,0.000249
2010s,Burl Ives,13,0.000249
2010s,Taylor Swift Featuring Ed Sheeran & Future,13,0.000249
2010s,The Swon Brothers,13,0.000249
2010s,YG,12,0.00023
2010s,Megan Thee Stallion,12,0.00023
2010s,Michel Telo,12,0.00023
2010s,Khalid & Kane Brown,12,0.00023
2010s,Selena Gomez Featuring Gucci Mane,12,0.00023
2010s,John Legend Featuring Ludacris,12,0.00023
2010s,Coldplay Featuring Rihanna,12,0.00023
2010s,Kanye West & Lil Pump,12,0.00023
2010s,Calvin Harris & Sam Smith,12,0.00023
2010s,Jazmine Sullivan,12,0.00023
2010s,Chris Lane Featuring Tori Kelly,12,0.00023
2010s,Prince Royce,12,0.00023
2010s,Jesse McCartney,12,0.00023
2010s,Chris Cagle,12,0.00023
2010s,Roscoe Dash Featuring Soulja Boy Tell'em,12,0.00023
2010s,Sunny Sweeney,12,0.00023
2010s,Ski Mask The Slump God,12,0.00023
2010s,Dev Featuring The Cataracs,12,0.00023
2010s,Robin Thicke Featuring Kendrick Lamar,12,0.00023
2010s,Joji,12,0.00023
2010s,Pitbull Featuring Akon,12,0.00023
2010s,Eminem Featuring Ed Sheeran,12,0.00023
2010s,Future Featuring Lil Wayne,12,0.00023
2010s,Becky G + Natti Natasha,12,0.00023
2010s,Fantasia,12,0.00023
2010s,Tiesto Featuring Matthew Koma,12,0.00023
2010s,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",12,0.00023
2010s,Enrique Iglesias With Usher Featuring Lil Wayne,12,0.00023
2010s,Glee Cast Featuring Gwyneth Paltrow,12,0.00023
2010s,Gucci Mane,12,0.00023
2010s,Nicole Scherzinger Featuring 50 Cent,12,0.00023
2010s,Ariana Grande & Social House,12,0.00023
2010s,Wham!,12,0.00023
2010s,Gene Autry,12,0.00023
2010s,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",12,0.00023
2010s,Matt Nathanson,12,0.00023
2010s,Romeo Santos Featuring Drake,11,0.000211
2010s,Sade,11,0.000211
2010s,Derez De'Shon,11,0.000211
2010s,David Guetta Featuring Justin Bieber,11,0.000211
2010s,Chris Young Featuring Vince Gill,11,0.000211
2010s,"Drake Featuring Kanye West, Lil Wayne & Eminem",11,0.000211
2010s,"Layton Greene, Lil Baby, City Girls & PnB Rock",11,0.000211
2010s,Dan + Shay & Justin Bieber,11,0.000211
2010s,Dawin,11,0.000211
2010s,Kygo Featuring Miguel,11,0.000211
2010s,Shakira Featuring El Cata or Dizzee Rascal,11,0.000211
2010s,Young Money,11,0.000211
2010s,Ludacris Featuring Trey Songz,11,0.000211
2010s,Tyga Featuring Young Thug,11,0.000211
2010s,Khalid Featuring A Boogie Wit da Hoodie,11,0.000211
2010s,Tones And I,11,0.000211
2010s,Marshmello,11,0.000211
2010s,Jamie Foxx Featuring Justin Timberlake & T .I.,11,0.000211
2010s,Mann,11,0.000211
2010s,Waka Flocka Flame,11,0.000211
2010s,Juice WRLD & YoungBoy Never Broke Again,11,0.000211
2010s,Bobby Brackins Featuring Ray J,11,0.000211
2010s,The Lonely Island Featuring Akon,11,0.000211
2010s,New Boyz Featuring Iyaz,11,0.000211
2010s,Breaking Benjamin,11,0.000211
2010s,Anuel AA & Karol G,11,0.000211
2010s,Bryce Vine Featuring YG,11,0.000211
2010s,Lil Peep & XXXTENTACION,11,0.000211
2010s,YFN Lucci Featuring Migos & Trouble,11,0.000211
2010s,Nicki Minaj Featuring Ariana Grande,11,0.000211
2010s,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,11,0.000211
2010s,Lil Mosey,11,0.000211
2010s,Phoenix,11,0.000211
2010s,Pia Mia Featuring Chris Brown & Tyga,11,0.000211
2010s,K. Michelle,11,0.000211
2010s,Snoop Dogg Featuring The-Dream,11,0.000211
2010s,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,10,0.000192
2010s,Big Sean Featuring Kanye West & John Legend,10,0.000192
2010s,Tucker Beathard,10,0.000192
2010s,Birdman Featuring Lil Wayne,10,0.000192
2010s,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,10,0.000192
2010s,Justin Bieber + BloodPop,10,0.000192
2010s,Birdman Featuring Lil Wayne & Drake,10,0.000192
2010s,Meek Mill Featuring Kirko Bangz,10,0.000192
2010s,Tyga Featuring Rick Ross,10,0.000192
2010s,Ludacris Featuring Usher & David Guetta,10,0.000192
2010s,3OH!3,10,0.000192
2010s,Romeo Santos,10,0.000192
2010s,Mabel,10,0.000192
2010s,Ariana Grande Featuring Big Sean,10,0.000192
2010s,Backstreet Boys,10,0.000192
2010s,BTS,10,0.000192
2010s,Cardi B Featuring Migos,10,0.000192
2010s,Normani,10,0.000192
2010s,Silk City x Dua Lipa,10,0.000192
2010s,Chris Brown Feat. Ludacris,10,0.000192
2010s,Prince Royce Featuring Snoop Dogg,10,0.000192
2010s,Katy Perry Featuring Nicki Minaj,10,0.000192
2010s,Ed Sheeran Featuring Chance The Rapper & PnB Rock,10,0.000192
2010s,Kreayshawn,10,0.000192
2010s,Fifth Harmony Featuring Gucci Mane,10,0.000192
2010s,Future Featuring Rihanna,10,0.000192
2010s,Akon,10,0.000192
2010s,Frenship & Emily Warren,10,0.000192
2010s,NAV Featuring Meek Mill,10,0.000192
2010s,Skrillex & Rick Ross,10,0.000192
2010s,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",10,0.000192
2010s,Drake Featuring PARTYNEXTDOOR,10,0.000192
2010s,The Game Featuring Drake,10,0.000192
2010s,The FiNATTiCZ,10,0.000192
2010s,Mindless Behavior Featuring Diggy,10,0.000192
2010s,NERO,10,0.000192
2010s,Mary Lambert,10,0.000192
2010s,Kevin Gates Featuring August Alsina,9,0.000172
2010s,Jay Z Featuring Rick Ross,9,0.000172
2010s,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,9,0.000172
2010s,Keyshia Cole Featuring Lil Wayne,9,0.000172
2010s,Michael Jackson Duet With Akon,9,0.000172
2010s,David Guetta Featuring Rihanna,9,0.000172
2010s,Dillon Francis & DJ Snake,9,0.000172
2010s,Kygo X Whitney Houston,9,0.000172
2010s,Rihanna Featuring David Guetta,9,0.000172
2010s,Drake Featuring Future,9,0.000172
2010s,David Guetta Featuring Ne-Yo & Akon,9,0.000172
2010s,Kehlani Featuring Ty Dolla $ign,9,0.000172
2010s,Romeo Santos Featuring Usher,9,0.000172
2010s,6ix9ine Featuring Bobby Shmurda,9,0.000172
2010s,Young Thug Featuring Lil Baby,9,0.000172
2010s,B.o.B Featuring Trey Songz,9,0.000172
2010s,Maluma X Nego do Borel,9,0.000172
2010s,BTS Featuring Desiigner,9,0.000172
2010s,Austin Mahone,9,0.000172
2010s,William Michael Morgan,9,0.000172
2010s,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,9,0.000172
2010s,Britney Spears Featuring G-Eazy,9,0.000172
2010s,Glee Cast Featuring Jonathan Groff,9,0.000172
2010s,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",9,0.000172
2010s,Yo Gotti Featuring E-40,9,0.000172
2010s,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,9,0.000172
2010s,Chris Brown Featuring Lil Wayne & Swizz Beatz,9,0.000172
2010s,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,9,0.000172
2010s,Alec Benjamin + Alessia Cara,9,0.000172
2010s,Casey James,9,0.000172
2010s,Future Featuring T.I.,9,0.000172
2010s,Young Greatness,9,0.000172
2010s,Charlie Puth Featuring Kehlani,9,0.000172
2010s,A Boogie Wit da Hoodie Featuring Offset & Tyga,9,0.000172
2010s,Spose,9,0.000172
2010s,Waka Flocka Flame Featuring Kebo Gotti,9,0.000172
2010s,Bandit Gang Marco Featuring Dro,9,0.000172
2010s,Wiz Khalifa Featuring Too $hort,9,0.000172
2010s,Gucci Mane Featuring Usher,9,0.000172
2010s,Hunter Hayes Featuring Jason Mraz,9,0.000172
2010s,Ty Dolla $ign Featuring E-40,9,0.000172
2010s,Josh Thompson,9,0.000172
2010s,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",9,0.000172
2010s,Mary J. Blige Featuring Drake,9,0.000172
2010s,The Revivalists,9,0.000172
2010s,A$AP Rocky Featuring Skepta,8,0.000153
2010s,Prince And The Revolution,8,0.000153
2010s,Diggy Featuring Jeremih,8,0.000153
2010s,ScHoolboy Q Featuring Kendrick Lamar,8,0.000153
2010s,Sarah Jeffery,8,0.000153
2010s,Sage The Gemini Featuring Nick Jonas,8,0.000153
2010s,Riley Green,8,0.000153
2010s,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",8,0.000153
2010s,Doja Cat & Tyga,8,0.000153
2010s,"Shaggy Featuring Mohombi, Faydee, Costi",8,0.000153
2010s,KALEO,8,0.000153
2010s,Kanye West Featuring Paul McCartney,8,0.000153
2010s,Pitbull Featuring Enrique Iglesias,8,0.000153
2010s,Sheryl Crow,8,0.000153
2010s,Lil Wayne Featuring Kendrick Lamar,8,0.000153
2010s,The Dirty Heads Featuring Rome,8,0.000153
2010s,Britney Spears & Iggy Azalea,8,0.000153
2010s,Morgan Evans,8,0.000153
2010s,Lil Skies,8,0.000153
2010s,Lil Nas X & Cardi B Or Nas,8,0.000153
2010s,G-Eazy Featuring Yo Gotti & YBN Nahmir,8,0.000153
2010s,Alan Walker,8,0.000153
2010s,Cascada,8,0.000153
2010s,Lil Baby & Gunna Featuring Drake,8,0.000153
2010s,Eminem Featuring Nate Ruess,8,0.000153
2010s,Enrique Iglesias Feat. Wisin or Tinashe & Javada,8,0.000153
2010s,Enrique Iglesias,8,0.000153
2010s,Fabolous Featuring Chris Brown,8,0.000153
2010s,Chance The Rapper Featuring MadeinTYO & DaBaby,8,0.000153
2010s,No Doubt,8,0.000153
2010s,Troop 41,8,0.000153
2010s,Train Featuring Ashley Monroe,8,0.000153
2010s,Whitney Houston,8,0.000153
2010s,Wale Featuring Sam Dew,8,0.000153
2010s,The JaneDear Girls,8,0.000153
2010s,Juicy J Featuring Big Sean & Young Jeezy,8,0.000153
2010s,Metro Boomin Featuring 21 Savage,8,0.000153
2010s,High Valley,8,0.000153
2010s,Loud Luxury Featuring Brando,8,0.000153
2010s,BTS Featuring Halsey,8,0.000153
2010s,Waka Flocka Flame Featuring Drake,8,0.000153
2010s,Tyga & Nicki Minaj,8,0.000153
2010s,Jennifer Lopez,8,0.000153
2010s,Machine Gun Kelly Featuring Hailee Steinfeld,8,0.000153
2010s,will.i.am Featuring Mick Jagger & Jennifer Lopez,8,0.000153
2010s,6LACK,8,0.000153
2010s,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",7,0.000134
2010s,Zac Efron & Zendaya,7,0.000134
2010s,PARTYNEXTDOOR,7,0.000134
2010s,DaniLeigh Featuring Chris Brown,7,0.000134
2010s,Steve Holy,7,0.000134
2010s,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",7,0.000134
2010s,"Ariana Grande, Miley Cyrus & Lana Del Rey",7,0.000134
2010s,Arizona Zervas,7,0.000134
2010s,Dean Martin,7,0.000134
2010s,Rico Love,7,0.000134
2010s,Avenged Sevenfold,7,0.000134
2010s,Wiz Khalifa Featuring Swae Lee,7,0.000134
2010s,Lil Wayne Featuring Nicki Minaj,7,0.000134
2010s,Kenny Chesney & Tim McGraw,7,0.000134
2010s,Lil Wayne & Charlie Puth,7,0.000134
2010s,Jordan Smith,7,0.000134
2010s,Rich Homie Quan Featuring Problem,7,0.000134
2010s,Sawyer Fredericks,7,0.000134
2010s,Dia Frampton,7,0.000134
2010s,TeeFLii Featuring 2 Chainz,7,0.000134
2010s,Tech N9Ne Featuring 2 Chainz & B.o.B,7,0.000134
2010s,French Montana Featuring Nicki Minaj,7,0.000134
2010s,"Nicki Minaj, Drake & Lil Wayne",7,0.000134
2010s,Justin Bieber Featuring Halsey,7,0.000134
2010s,Jacquees X Dej Loaf,7,0.000134
2010s,Ariana Grande Featuring Future,7,0.000134
2010s,T-Pain Featuring Joey Galaxy,7,0.000134
2010s,KIDS SEE GHOSTS,7,0.000134
2010s,Yo Gotti Featuring Lil Wayne,7,0.000134
2010s,The 1975,7,0.000134
2010s,My Darkest Days Featuring Zakk Wylde,7,0.000134
2010s,Michael Jackson,7,0.000134
2010s,Keith Urban Featuring Julia Michaels,7,0.000134
2010s,Tyga Featuring Chris Richardson,7,0.000134
2010s,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",7,0.000134
2010s,"DJ Khaled Featuring JAY Z, Future & B",7,0.000134
2010s,2 Chainz & Wiz Khalifa,7,0.000134
2010s,Jose Feliciano,7,0.000134
2010s,Garth Brooks,7,0.000134
2010s,Rag'n'Bone Man,7,0.000134
2010s,Kanye West Jay Z,7,0.000134
2010s,50 Cent Featuring Ne-Yo,6,0.000115
2010s,6ix9ine Featuring Tory Lanez,6,0.000115
2010s,Logic Featuring Eminem,6,0.000115
2010s,Javier Colon,6,0.000115
2010s,FLETCHER,6,0.000115
2010s,Jennifer Hudson,6,0.000115
2010s,Ant Saunders,6,0.000115
2010s,Juice WRLD Featuring Lil Uzi Vert,6,0.000115
2010s,Lauv & Troye Sivan,6,0.000115
2010s,The Barden Bellas,6,0.000115
2010s,Lil Baby Featuring Gunna & Lil Uzi Vert,6,0.000115
2010s,Metro Boomin Featuring Gunna,6,0.000115
2010s,Sean Paul Featuring Alexis Jordan,6,0.000115
2010s,LunchMoney Lewis,6,0.000115
2010s,Steve Aoki & Louis Tomlinson,6,0.000115
2010s,Rod Wave,6,0.000115
2010s,benny blanco & Juice WRLD Featuring Brendon Urie,6,0.000115
2010s,David Guetta Featuring Sia & Fetty Wap,6,0.000115
2010s,Fat Joe Featuring Chris Brown,6,0.000115
2010s,WE the Kings Featuring Demi Lovato,6,0.000115
2010s,Ski Mask The Slump God Featuring Juice WRLD,6,0.000115
2010s,Katy Perry Featuring Migos,6,0.000115
2010s,Edens Edge,6,0.000115
2010s,Pitbull Featuring Jennifer Lopez & Claudia Leitte,6,0.000115
2010s,Flo Rida & 99 Percent,6,0.000115
2010s,Nicky Jam X Ozuna,6,0.000115
2010s,New Hollow,6,0.000115
2010s,Matisyahu,6,0.000115
2010s,Calvin Harris Featuring Ayah Marar,6,0.000115
2010s,Shakira Featuring Lil Wayne,6,0.000115
2010s,Bonnie McKee,6,0.000115
2010s,Maxwell,6,0.000115
2010s,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",6,0.000115
2010s,The Ronettes,6,0.000115
2010s,Three Days Grace,6,0.000115
2010s,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",6,0.000115
2010s,Janelle Monae & Jidenna,6,0.000115
2010s,Rebecca Black,6,0.000115
2010s,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",6,0.000115
2010s,Jessie J Featuring 2 Chainz,6,0.000115
2010s,"Yella Beezy, Gucci Mane & Quavo",6,0.000115
2010s,Nicki Minaj Featuring Skylar Grey,6,0.000115
2010s,Lil Dicky,6,0.000115
2010s,Jess Glynne,6,0.000115
2010s,Trippie Redd Featuring Travis Scott,6,0.000115
2010s,K'Naan,6,0.000115
2010s,Major Lazer Featuring Ellie Goulding & Tarrus Riley,6,0.000115
2010s,Madonna Featuring Nicki Minaj & M.I.A.,6,0.000115
2010s,V V Brown,6,0.000115
2010s,Yo Gotti,6,0.000115
2010s,Summer Walker & Usher,6,0.000115
2010s,Daniel Caesar Featuring Kali Uchis,6,0.000115
2010s,Gesaffelstein & The Weeknd,6,0.000115
2010s,The Chainsmokers Featuring Emily Warren,6,0.000115
2010s,NAV Featuring Lil Uzi Vert,6,0.000115
2010s,Prince,6,0.000115
2010s,BLACKPINK,5,9.6e-05
2010s,Steven Tyler,5,9.6e-05
2010s,Enrique Iglesias Featuring Juan Luis Guerra,5,9.6e-05
2010s,Rihanna Featuring Slash,5,9.6e-05
2010s,6ix9ine Featuring DJ SPINKING,5,9.6e-05
2010s,Jay Z Kanye West Featuring Frank Ocean,5,9.6e-05
2010s,Lupe Fiasco Featuring Ed Sheeran,5,9.6e-05
2010s,Bad Bunny,5,9.6e-05
2010s,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",5,9.6e-05
2010s,Ben Rector,5,9.6e-05
2010s,Young Jeezy Featuring Lil Wayne,5,9.6e-05
2010s,G-Eazy & Kehlani,5,9.6e-05
2010s,Artists For Haiti,5,9.6e-05
2010s,Lloyd Featuring Andre 3000 & Lil Wayne,5,9.6e-05
2010s,Empire Of The Sun,5,9.6e-05
2010s,Lee DeWyze,5,9.6e-05
2010s,Snow Patrol Featuring Martha Wainwright,5,9.6e-05
2010s,Nicki Minaj Featuring Eminem,5,9.6e-05
2010s,J. Cole Featuring Amber Coffman & The Cults,5,9.6e-05
2010s,Jack Johnson,5,9.6e-05
2010s,T.I. Featuring Eminem,5,9.6e-05
2010s,Cardi B Featuring SZA,5,9.6e-05
2010s,Marc Anthony,5,9.6e-05
2010s,Travie McCoy Featuring Jason Mraz,5,9.6e-05
2010s,Iggy Azalea Featuring Jennifer Hudson,5,9.6e-05
2010s,6ix9ine Featuring Anuel AA,5,9.6e-05
2010s,"Labrinth, Sia & Diplo Present... LSD",5,9.6e-05
2010s,Jaheim,5,9.6e-05
2010s,Trippie Redd Featuring DaBaby,5,9.6e-05
2010s,Huncho Jack,5,9.6e-05
2010s,Martin Garrix Featuring Khalid,5,9.6e-05
2010s,Mary Mary,5,9.6e-05
2010s,"The Barden Bellas, The Treblemakers & The BU Harmonics",5,9.6e-05
2010s,A$AP Rocky,5,9.6e-05
2010s,Migos Featuring Post Malone,5,9.6e-05
2010s,The Game Featuring Jeremih,5,9.6e-05
2010s,Plies,5,9.6e-05
2010s,Galantis,5,9.6e-05
2010s,Travis Scott Featuring Lil Uzi Vert & Kanye West,5,9.6e-05
2010s,Trevor Daniel,5,9.6e-05
2010s,Drake Featuring Michael Jackson,5,9.6e-05
2010s,Jonas Blue Featuring Dakota,5,9.6e-05
2010s,Ghost Town DJ's,5,9.6e-05
2010s,"ScHoolboy Q, 2 Chainz & Saudi",5,9.6e-05
2010s,Don Omar & Lucenzo,5,9.6e-05
2010s,Post Malone Featuring Swae Lee,5,9.6e-05
2010s,Blink-182,5,9.6e-05
2010s,Metro Boomin Featuring Offset & Drake,5,9.6e-05
2010s,Post Malone Featuring Future & Halsey,5,9.6e-05
2010s,Blac Youngsta,5,9.6e-05
2010s,Hey Violet,5,9.6e-05
2010s,Gunna,5,9.6e-05
2010s,Quavo & Lil Yachty,5,9.6e-05
2010s,"benny blanco, Tainy, Selena Gomez & J Balvin",5,9.6e-05
2010s,Roddy Ricch & Gunna,5,9.6e-05
2010s,Roddy Ricch,5,9.6e-05
2010s,Ciara Featuring Nicki Minaj,5,9.6e-05
2010s,Runaway June,5,9.6e-05
2010s,B.o.B Featuring Priscilla,5,9.6e-05
2010s,Kid Cudi Featuring Kanye West,5,9.6e-05
2010s,6ix9ine Featuring Nicki Minaj & Kanye West,4,7.7e-05
2010s,A Boogie Wit da Hoodie Featuring DJ SPINKING,4,7.7e-05
2010s,Avicii Featuring Aloe Blacc,4,7.7e-05
2010s,Kid Cudi,4,7.7e-05
2010s,PIKOTARO,4,7.7e-05
2010s,Eminem Featuring Sia,4,7.7e-05
2010s,Empire Cast Featuring Jussie Smollett & Yazz,4,7.7e-05
2010s,Green Day,4,7.7e-05
2010s,The Weeknd Featuring Lana Del Rey,4,7.7e-05
2010s,The Weeknd Featuring Kendrick Lamar,4,7.7e-05
2010s,"Quavo, Takeoff & Offset",4,7.7e-05
2010s,SOB X RBE,4,7.7e-05
2010s,Roscoe Dash,4,7.7e-05
2010s,DaBaby Featuring Lil Baby & Moneybagg Yo,4,7.7e-05
2010s,Meek Mill Featuring Tory Lanez,4,7.7e-05
2010s,Blueface & Rich The Kid,4,7.7e-05
2010s,Doja Cat,4,7.7e-05
2010s,Black Eyed Peas X J Balvin,4,7.7e-05
2010s,Tinie Tempah Featuring Wiz Khalifa,4,7.7e-05
2010s,Tory Lanez & T-Pain,4,7.7e-05
2010s,Drake Featuring Lil Wayne & Young Jeezy,4,7.7e-05
2010s,Drake Featuring Giggs,4,7.7e-05
2010s,Young Thug Featuring Gunna & Lil Baby,4,7.7e-05
2010s,Bhad Bhabie,4,7.7e-05
